240
1.2,0,0|0,-1,0|0,0|
1.7,0,0|0,-1,0|0,1|
1.17378,0,0.249494|0,-1,0|0.0333333,0|
1.66285,0,0.35345|0,-1,0|0.0333333,1|
1.2,0,0|0,1,0|0,0|
1.17378,0,0.249494|0,1,0|0.0333333,0|
1.7,0,0|0,1,0|0,1|
1.66285,0,0.35345|0,1,0|0.0333333,1|
1.17378,0,0.249494|0,-1,0|0.0333333,0|
1.66285,0,0.35345|0,-1,0|0.0333333,1|
1.09625,0,0.488084|0,-1,0|0.0666667,0|
1.55303,0,0.691452|0,-1,0|0.0666667,1|
1.17378,0,0.249494|0,1,0|0.0333333,0|
1.09625,0,0.488084|0,1,0|0.0666667,0|
1.66285,0,0.35345|0,1,0|0.0333333,1|
1.55303,0,0.691452|0,1,0|0.0666667,1|
1.09625,0,0.488084|0,-1,0|0.0666667,0|
1.55303,0,0.691452|0,-1,0|0.0666667,1|
0.970821,0,0.705342|0,-1,0|0.1,0|
1.37533,0,0.999234|0,-1,0|0.1,1|
1.09625,0,0.488084|0,1,0|0.0666667,0|
0.970821,0,0.705342|0,1,0|0.1,0|
1.55303,0,0.691452|0,1,0|0.0666667,1|
1.37533,0,0.999234|0,1,0|0.1,1|
0.970821,0,0.705342|0,-1,0|0.1,0|
1.37533,0,0.999234|0,-1,0|0.1,1|
0.802957,0,0.891773|0,-1,0|0.133333,0|
1.13752,0,1.26335|0,-1,0|0.133333,1|
0.970821,0,0.705342|0,1,0|0.1,0|
0.802957,0,0.891773|0,1,0|0.133333,0|
1.37533,0,0.999234|0,1,0|0.1,1|
1.13752,0,1.26335|0,1,0|0.133333,1|
0.802957,0,0.891773|0,-1,0|0.133333,0|
1.13752,0,1.26335|0,-1,0|0.133333,1|
0.600001,0,1.03923|0,-1,0|0.166667,0|
0.850001,0,1.47224|0,-1,0|0.166667,1|
0.802957,0,0.891773|0,1,0|0.133333,0|
0.600001,0,1.03923|0,1,0|0.166667,0|
1.13752,0,1.26335|0,1,0|0.133333,1|
0.850001,0,1.47224|0,1,0|0.166667,1|
0.600001,0,1.03923|0,-1,0|0.166667,0|
0.850001,0,1.47224|0,-1,0|0.166667,1|
0.370822,0,1.14127|0,-1,0|0.2,0|
0.525331,0,1.6168|0,-1,0|0.2,1|
0.600001,0,1.03923|0,1,0|0.166667,0|
0.370822,0,1.14127|0,1,0|0.2,0|
0.850001,0,1.47224|0,1,0|0.166667,1|
0.525331,0,1.6168|0,1,0|0.2,1|
0.370822,0,1.14127|0,-1,0|0.2,0|
0.525331,0,1.6168|0,-1,0|0.2,1|
0.125436,0,1.19343|0,-1,0|0.233333,0|
0.1777,0,1.69069|0,-1,0|0.233333,1|
0.370822,0,1.14127|0,1,0|0.2,0|
0.125436,0,1.19343|0,1,0|0.233333,0|
0.525331,0,1.6168|0,1,0|0.2,1|
0.1777,0,1.69069|0,1,0|0.233333,1|
0.125436,0,1.19343|0,-1,0|0.233333,0|
0.1777,0,1.69069|0,-1,0|0.233333,1|
-0.125433,0,1.19343|0,-1,0|0.266667,0|
-0.177696,0,1.69069|0,-1,0|0.266667,1|
0.125436,0,1.19343|0,1,0|0.233333,0|
-0.125433,0,1.19343|0,1,0|0.266667,0|
0.1777,0,1.69069|0,1,0|0.233333,1|
-0.177696,0,1.69069|0,1,0|0.266667,1|
-0.125433,0,1.19343|0,-1,0|0.266667,0|
-0.177696,0,1.69069|0,-1,0|0.266667,1|
-0.370819,0,1.14127|0,-1,0|0.3,0|
-0.525326,0,1.6168|0,-1,0|0.3,1|
-0.125433,0,1.19343|0,1,0|0.266667,0|
-0.370819,0,1.14127|0,1,0|0.3,0|
-0.177696,0,1.69069|0,1,0|0.266667,1|
-0.525326,0,1.6168|0,1,0|0.3,1|
-0.370819,0,1.14127|0,-1,0|0.3,0|
-0.525326,0,1.6168|0,-1,0|0.3,1|
-0.599998,0,1.03923|0,-1,0|0.333333,0|
-0.849997,0,1.47224|0,-1,0|0.333333,1|
-0.370819,0,1.14127|0,1,0|0.3,0|
-0.599998,0,1.03923|0,1,0|0.333333,0|
-0.525326,0,1.6168|0,1,0|0.3,1|
-0.849997,0,1.47224|0,1,0|0.333333,1|
-0.599998,0,1.03923|0,-1,0|0.333333,0|
-0.849997,0,1.47224|0,-1,0|0.333333,1|
-0.802955,0,0.891775|0,-1,0|0.366667,0|
-1.13752,0,1.26335|0,-1,0|0.366667,1|
-0.599998,0,1.03923|0,1,0|0.333333,0|
-0.802955,0,0.891775|0,1,0|0.366667,0|
-0.849997,0,1.47224|0,1,0|0.333333,1|
