160
-0.765362,2,-1.84776|0,1,0|0.508487,0.35888|
-0.765362,2,-1.84776|-0.382681,0,-0.923881|0.5625,1|
5.07036e-006,2,-2|2.53518e-006,0,-1|0.5,1|
5.07036e-006,-2,-2|2.53518e-006,0,-1|0.5,0.375|
-0.765362,-2,-1.84776|-0.382681,0,-0.923881|0.5625,0.375|
0,-2,0|0,-1,0|0.8125,0.1875|
5.07036e-006,-2,-2|0,-1,0|0.8125,0.373|
-0.765362,-2,-1.84776|0,-1,0|0.883487,0.35888|
0,2,0|0,1,0|0.4375,0.1875|
-0.765362,2,-1.84776|0,1,0|0.508487,0.35888|
-1.41421,2,-1.41422|0,1,0|0.568668,0.318669|
